name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,test,Pokedex Entry
Ledian,"['Swarm', 'Early Bird', 'Iron Fist']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,35,3840,70,390,90,Five Star Pokémon,50,800000,1.4,55,Redianレディアン,50.0,166,55,110,85,bug,flying,35.6,2,0,,"While it’s believed that starlight provides it with energy, this Pokémon also loves to eat berries. In the daytime, it curls up in the grass to sleep. In battle, it throws punches with all four arms. The power of each individual blow is piddly, so it aims to win by quantity rather than quality. It’s said that the patterns on its back are related to the stars in the night sky, but the details of that relationship remain unclear. It flies through the night sky, sprinkling sparkly dust. According to some, if that dust sticks to you, good things will happen to you."
Spinarak,"['Swarm', 'Insomnia', 'Sniper']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,60,3840,70,250,255,String Spit Pokémon,40,800000,0.5,40,Itomaruイトマル,50.0,167,40,40,30,bug,poison,8.5,2,0,,"It waits intently until its preferred prey, Cutiefly, gets caught in its web. In fact, it’s quite a patient Pokémon. Some fishermen weave its sturdy thread into nets to catch fish Pokémon. With threads from its mouth, it fashions sturdy webs that won’t break even if you set a rock on them. Although the poison from its fangs isn’t that strong, it’s potent enough to weaken prey that gets caught in its web."
Ariados,"['Swarm', 'Insomnia', 'Sniper']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,90,3840,70,400,90,Long Leg Pokémon,70,800000,1.1,70,Ariadosアリアドス,50.0,168,60,70,40,bug,poison,33.5,2,0,,"There are some areas where people use the string Ariados spins for their own weaving. The resulting cloth is popular for its strength. It spins thread from both its rear and its mouth. Then it wraps its prey up in thread and sips their bodily fluids at its leisure. Every night, it wanders around in search of prey, whose movements it restrains by spewing threads before it bites into them with its fangs. It spews threads from its mouth to catch its prey. When night falls, it leaves its web to go hunt aggressively."
Crobat,"['Inner Focus', 'Infiltrator']",0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,90,3840,70,535,90,Bat Pokémon,80,1000000,1.8,85,Crobatクロバット,50.0,169,70,80,130,poison,flying,75.0,2,0,,"Its fangs are so sharp, if it bites you in the dark and sucks your blood, you won’t notice any pain or realize you’ve been bitten. It feeds on the blood of living people and Pokémon. If it can’t drink any blood for even a short while, it becomes weak and unable to fly. Both of its legs have turned into wings. Without a sound, Crobat flies swiftly toward its prey and sinks its fangs into the nape of its target’s neck. This Pokémon flaps its four wings skillfully. Crobat can fly through cramped caves without needing to slow down."
Chinchou,"['Volt Absorb', 'Illuminate', 'Water Absorb']",1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,38,5120,70,330,190,Angler Pokémon,38,1250000,0.5,75,Chonchieチョンチー,50.0,170,56,56,67,water,electric,12.0,2,0,,"Its two antennae glow softly to lure in prey, making it a useful Pokémon for night fishing. Chinchou blink their shining antennae at one another to claim their respective turf. Its antennae, which evolved from a fin, have both positive and negative charges flowing through them. On the dark ocean floor, its only means of communication is its constantly flashing lights."
Lanturn,"['Volt Absorb', 'Illuminate', 'Water Absorb']",1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,58,5120,70,460,75,Light Pokémon,58,1250000,1.2,125,Lanternランターン,50.0,171,76,76,67,water,electric,22.5,2,0,,"When the bacteria living inside its antennae absorb Lanturn’s bodily fluids, a strong luminescent effect is produced. It lives far down in the depths of the ocean. It blinds its prey with light, using the moment they’re dazzled to swallow them whole. The light it emits is so bright that it can illuminate the sea’s surface from a depth of over three miles. This Pokémon flashes a bright light that blinds its prey. This creates an opening for it to deliver an electrical attack."
Pichu,"['Static', 'Lightningrod']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,2560,70,205,190,Tiny Mouse Pokémon,15,1000000,0.3,20,Pichuピチュー,50.0,172,35,35,60,electric,,2.0,2,0,,"It still can’t use electricity well. When it’s surprised or excited, it discharges electricity unintentionally. It has electric sacs in its cheeks. When they’re fully charged, Pichu plays very energetically. Despite its small size, it can zap even adult humans. However, if it does so, it also surprises itself. The electric sacs in its cheeks are small. If even a little electricity leaks, it becomes shocked."
Cleffa,"['Cute Charm', 'Magic Guard', 'Friend Guard']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,25,2560,140,218,150,Star Shape Pokémon,28,800000,0.3,50,Pyピィ,24.6,173,45,55,15,fairy,,3.0,2,0,,"On nights with many shooting stars, they gather in packs and dance in circles. If you should see them, something good will happen! Said to have ridden here on a shooting star, Cleffa seem to appear in places where meteorites have struck in the past. According to local rumors, Cleffa are often seen in places where shooting stars have fallen. Because of its unusual, starlike silhouette, people believe that it came here on a meteor."
Igglybuff,"['Cute Charm', 'Competitive', 'Friend Guard']",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,30,2560,70,210,170,Balloon Pokémon,15,800000,0.3,90,Pupurinププリン,24.6,174,40,20,15,normal,fairy,1.0,2,0,,"It’s always practicing its singing because it wants to improve. Even when it’s asleep, it keeps singing in its dreams! Left to its own devices, it will constantly practice singing. You should make it take a break so it doesn’t hurt its throat. Igglybuff loves to sing. Its marshmallow-like body gives off a faint sweet smell. Taking advantage of the softness of its body, Igglybuff moves as if bouncing. Its body turns a deep pink when its temperature rises."
Togepi,"['Hustle', 'Serene Grace', 'Super Luck']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,2560,70,245,190,Spike Ball Pokémon,65,800000,0.3,35,Togepyトゲピー,88.1,175,40,65,20,fairy,,1.5,2,0,,"A proverb claims that happiness will come to anyone who can make a sleeping Togepi stand up. As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell, then shares them with others. The shell seems to be filled with joy. It is said that it will share good luck when treated kindly. It is considered to be a symbol of good luck. Its shell is said to be filled with happiness."
Togetic,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,40,2560,70,405,75,Happiness Pokémon,85,800000,0.6,55,Togechickトゲチック,88.1,176,80,105,40,fairy,flying,3.2,2,0,,"They say that it will appear before kindhearted, caring people and shower them with happiness. Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person. They say that it will appear before kindhearted, caring people and shower them with happiness. It grows dispirited if it is not with kind people. It can float in midair without moving its wings."
Natu,"['Synchronize', 'Early Bird', 'Magic Bounce']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,50,5120,70,320,190,Little Bird Pokémon,45,1000000,0.2,40,Natyネイティ,50.0,177,70,45,70,psychic,flying,2.0,2,0,,"Although it still can’t fly, its jumping power is outstanding. It jumps way up into trees and plucks the buds from the branches. The look in its eyes gives the impression that it’s carefully observing you. If you approach it, Natu will hop away. It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees. Because its wings aren’t yet fully grown, it has to hop to get around. It is always staring at something."
Xatu,"['Synchronize', 'Early Bird', 'Magic Bounce']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,75,5120,70,470,75,Mystic Pokémon,70,1000000,1.5,65,Natioネイティオ,50.0,178,95,70,95,psychic,flying,15.0,2,0,,"It’s said that while this Pokémon has the power to predict the future, it’s not powerful enough to change the future it sees. While it can see the future, it has no desire to change it, which is probably why it remains motionless at all times. They say that it stays still and quiet because it is seeing both the past and future at the same time. This odd Pokémon can see both the past and the future. It eyes the sun’s movement all day."
Mareep,"['Static', 'Plus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,5120,70,280,235,Wool Pokémon,40,1059860,0.6,55,Merriepメリープ,50.0,179,65,45,35,electric,,7.8,2,0,,"It stores lots of air in its soft fur, allowing it to stay cool in summer and warm in winter. Mareep’s fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows. Clothing made from Mareep’s fleece is easily charged with static electricity, so a special process is used on it. Rubbing its fleece generates electricity. You’ll want to pet it because it’s cute, but if you use your bare hand, you’ll get a painful shock."
Flaaffy,"['Static', 'Plus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,5120,70,365,120,Wool Pokémon,55,1059860,0.8,70,Mokokoモココ,50.0,180,80,60,45,electric,,13.3,2,0,,"If its coat becomes fully charged with electricity, its tail lights up. It fires hair that zaps on impact. Flaaffy’s wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity. In the places on its body where fleece doesn’t grow, its skin is rubbery and doesn’t conduct electricity. Those spots are safe to touch. It stores electricity in its fluffy fleece. If it stores up too much, it will start to go bald in those patches."
Ampharos,"['Static', 'Plus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,95,5120,70,610,45,Light Pokémon,105,1059860,1.4,90,Denryuデンリュウ,50.0,181,165,110,45,electric,,61.5,2,0,,"The tail’s tip shines brightly and can be seen from far away. It acts as a beacon for lost people. Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away. The light from its tail can be seen from space. This is why you can always tell exactly where it is, which is why it usually keeps the light off. Its tail shines bright and strong. It has been prized since long ago as a beacon for sailors."
Bellossom,"['Chlorophyll', 'Healer']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,80,5120,70,490,45,Flower Pokémon,95,1059860,0.4,75,Kireihanaキレイハナ,50.0,182,90,100,50,grass,,5.8,2,0,,"When Bellossom gets exposed to plenty of sunlight, the leaves ringing its body begin to spin around. This Pokémon’s dancing is renowned in the southern lands. A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom—the more stinky the better. At night, this Pokémon closes its petals and goes to sleep. Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound. Bellossom gather at times and appear to dance. They say that the dance is a ritual to summon the sun."
Marill,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,20,2560,70,250,190,Aquamouse Pokémon,50,800000,0.4,70,Marilマリル,50.0,183,20,50,40,water,fairy,8.5,2,0,,"Marill’s oil-filled tail acts much like a life preserver. If you see just its tail bobbing on the water’s surface, it’s a sure indication that this Pokémon is diving beneath the water to feed on aquatic plants. When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokémon’s tail is flexible and configured to stretch. This Pokémon uses its round tail as a float. The ball of Marill’s tail is filled with nutrients that have been turned into an oil. Even after Marill swims in a cold sea, its water- repellent fur dries almost as soon as Marill leaves the water. That’s why this Pokémon is never cold."
Azumarill,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,50,2560,70,420,75,Aquarabbit Pokémon,80,800000,0.8,100,Marilliマリルリ,50.0,184,60,80,50,water,fairy,28.5,2,0,,"Azumarill’s long ears are indispensable sensors. By focusing its hearing, this Pokémon can identify what kinds of prey are around, even in rough and fast-running rivers. Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokémon. The air balloons enable the Pokémon in trouble to breathe. It spends most of its time in the water. On sunny days, Azumarill floats on the surface of the water and sunbathes. These Pokémon create air-filled bubbles. When Azurill play in rivers, Azumarill will cover them with these bubbles."
Sudowoodo,"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,5120,70,410,65,Imitation Pokémon,115,1000000,1.2,70,Usokkieウソッキー,50.0,185,30,65,30,rock,,38.0,2,0,,"It’s so popular with the elderly that there’s a magazine devoted to this Pokémon. Fans obsess over the particular length and angle of its arms. The result of its holding the same pose all the time is arms that have become supple yet strong. If a tree branch shakes when there is no wind, it’s a Sudowoodo, not a tree. It hides from the rain. It disguises itself as a tree to avoid attack. It hates water, so it will disappear if it starts raining."
Politoed,"['Water Absorb', 'Damp', 'Drizzle']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,5120,70,500,45,Frog Pokémon,75,1059860,1.1,90,Nyorotonoニョロトノ,50.0,186,90,100,70,water,,33.9,2,0,,"Although its cries sound like screams, a composer created a beautiful ballad that was influenced by the sounds. The longer and more luxurious the curled hair on its head, the greater the number of Poliwag and Poliwhirl that will obey it. At nightfall, these Pokémon appear on the shores of lakes. They announce their territorial claims by letting out cries that sound like shouting. The cry of a male is louder than that of a female. Male Politoed with deep, menacing voices find more popularity with the opposite gender."
Hoppip,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,35,5120,70,250,255,Cottonweed Pokémon,40,1059860,0.4,35,Haneccoハネッコ,50.0,187,35,55,50,grass,flying,0.5,2,0,,"It drifts on winds. It is said that when Hoppip gather in fields and mountains, spring is on the way. Its body is so light, it must grip the ground firmly with its feet to keep from being blown away. It drifts on winds. It is said that when Hoppip gather in fields and mountains, spring is on the way. This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away."
